policy_age_days,policy_type,customer_age,claim_amount,insured_amount,premium_amount,previous_claims,claim_type,incident_type,incident_severity,witness_present,police_report,claim_submission_delay,property_damage,bodily_injuries,vehicles_involved,state,claim_month,fraud_reported
3452,Commercial,36,14563.97,50000,591.41,0,Theft,Theft,Major,No,No,8,No,0,0,TX,June,0
3496,Home,64,176690.98,250000,2212.04,0,Collision,Multi-Vehicle Collision,Major,No,Yes,0,No,0,3,IL,January,1
733,Home,69,4857.93,25000,382.34,1,Collision,Single Vehicle Collision,Total Loss,No,Yes,6,Yes,1,1,IL,September,0
3353,Auto,31,25680.18,100000,1055.13,0,Collision,Multi-Vehicle Collision,Minor,Yes,No,1,Yes,0,4,FL,June,0
3073,Auto,73,44459.62,50000,643.04,1,Collision,Single Vehicle Collision,Total Loss,No,Yes,1,Yes,0,1,NY,June,1
2813,Auto,55,90925.2,100000,989.23,0,Collision,Multi-Vehicle Collision,Major,No,Yes,11,No,3,4,FL,September,1
680,Commercial,70,3797.16,25000,485.9,1,Collision,Multi-Vehicle Collision,Minor,No,No,10,Yes,0,3,IL,December,0
3470,Auto,78,3229.09,25000,409.27,2,Collision,Single Vehicle Collision,Total Loss,Yes,No,0,No,0,1,CA,October,1
1897,Commercial,53,3843.24,25000,326.99,0,Collision,Multi-Vehicle Collision,Major,No,Yes,0,No,0,3,TX,May,0
2509,Home,57,3848.09,10000,285.0,0,Theft,Theft,Minor,No,No,1,Yes,2,0,IL,November,0
2972,Auto,34,24002.51,25000,425.87,0,Fire,Fire,Total Loss,No,No,3,Yes,1,0,FL,June,1
2244,Home,47,34373.81,100000,993.34,1,Collision,Multi-Vehicle Collision,Major,No,Yes,9,No,0,3,CA,June,1
2791,Auto,26,155098.62,250000,2179.43,0,Fire,Fire,Major,Yes,No,0,Yes,1,0,CA,July,0
1127,Commercial,50,221092.08,250000,2288.22,1,Collision,Multi-Vehicle Collision,Total Loss,No,No,2,No,0,3,IL,September,1
1576,Commercial,73,35894.94,100000,940.71,1,Collision,Multi-Vehicle Collision,Minor,No,No,1,No,0,2,NY,May,1
982,Auto,69,11522.16,25000,261.81,1,Collision,Single Vehicle Collision,Major,Yes,No,0,Yes,1,1,CA,May,1
1013,Auto,42,9334.74,25000,480.95,0,Collision,Single Vehicle Collision,Major,No,Yes,6,No,0,1,TX,April,0
2148,Home,31,41661.71,50000,538.7,0,Theft,Theft,Minor,No,Yes,7,Yes,4,0,FL,October,1
1692,Commercial,28,12269.43,25000,385.67,1,Collision,Multi-Vehicle Collision,Minor,No,Yes,1,No,1,3,FL,April,0
2715,Auto,70,18675.89,50000,581.13,2,Collision,Multi-Vehicle Collision,Major,Yes,Yes,0,Yes,0,4,FL,December,0
3266,Home,52,7623.7,50000,661.59,4,Fire,Water Damage,Minor,Yes,Yes,0,No,1,0,IL,August,0
41,Home,58,52816.54,50000,671.74,3,Collision,Single Vehicle Collision,Major,No,No,2,No,0,1,FL,February,1
3445,Home,76,4796.96,50000,535.38,1,Collision,Single Vehicle Collision,Total Loss,No,Yes,1,No,1,1,FL,October,0
1553,Auto,31,16973.22,250000,2267.85,1,Collision,Multi-Vehicle Collision,Minor,Yes,Yes,3,No,0,4,TX,August,0
2331,Home,47,29240.61,100000,1066.92,1,Collision,Multi-Vehicle Collision,Minor,No,No,2,Yes,0,2,NY,February,1
2269,Commercial,58,12045.6,50000,600.97,0,Collision,Multi-Vehicle Collision,Minor,No,No,1,No,1,2,IL,January,0
2919,Auto,21,57746.3,250000,2246.63,1,Collision,Single Vehicle Collision,Major,No,No,6,No,2,1,IL,October,1
877,Auto,76,216809.42,500000,4251.64,0,Collision,Single Vehicle Collision,Total Loss,No,Yes,0,No,0,1,FL,September,1
1826,Commercial,21,18028.36,50000,587.38,0,Collision,Single Vehicle Collision,Major,No,No,7,No,0,1,TX,November,0
1301,Auto,45,16325.15,50000,592.12,1,Theft,Theft,Minor,Yes,No,3,Yes,0,0,CA,August,0
2114,Commercial,25,2263.39,50000,629.47,0,Theft,Theft,Major,Yes,Yes,7,No,0,0,FL,June,1
600,Auto,19,119735.51,250000,2118.57,0,Fire,Water Damage,Major,Yes,Yes,0,No,0,0,FL,April,0
1908,Auto,58,242211.45,250000,2182.31,0,Fire,Fire,Minor,No,No,6,No,1,0,IL,February,1
733,Commercial,78,22124.9,25000,339.98,2,Fire,Fire,Major,No,Yes,0,No,0,0,IL,August,1
1370,Auto,63,1152.35,50000,671.18,1,Theft,Theft,Minor,No,Yes,13,Yes,3,0,FL,March,0
401,Home,39,32416.34,50000,581.72,1,Theft,Theft,Major,Yes,Yes,5,No,0,0,IL,October,0
703,Auto,58,11025.4,50000,613.82,0,Collision,Multi-Vehicle Collision,Minor,Yes,Yes,1,Yes,2,3,TX,April,1
3095,Home,73,1486.36,25000,389.08,0,Theft,Theft,Minor,No,Yes,1,No,0,0,CA,May,0
2229,Auto,72,156751.54,250000,2185.83,0,Collision,Single Vehicle Collision,Total Loss,Yes,Yes,8,No,2,1,CA,April,0
1640,Auto,33,16450.52,100000,1010.55,0,Fire,Fire,Major,No,Yes,10,Yes,0,0,CA,November,0
400,Commercial,46,136957.71,250000,2163.47,1,Collision,Multi-Vehicle Collision,Minor,Yes,Yes,9,No,1,2,FL,August,0
2497,Auto,79,92243.34,250000,2190.08,0,Theft,Theft,Total Loss,Yes,No,7,Yes,0,0,FL,September,1
3309,Home,66,83480.11,100000,989.71,0,Collision,Single Vehicle Collision,Major,Yes,No,7,No,0,1,FL,January,1
80,Auto,65,10509.23,50000,578.84,0,Collision,Single Vehicle Collision,Minor,No,Yes,3,No,0,1,TX,February,0
269,Home,47,43577.96,100000,1019.55,0,Collision,Single Vehicle Collision,Major,No,No,0,No,0,1,CA,December,1
2507,Auto,29,4846.84,25000,377.65,0,Collision,Multi-Vehicle Collision,Total Loss,No,Yes,0,No,1,3,IL,April,0
1824,Commercial,52,10595.5,100000,1080.56,1,Collision,Multi-Vehicle Collision,Major,No,Yes,4,No,0,3,IL,January,0
722,Auto,28,24309.29,25000,431.45,1,Collision,Multi-Vehicle Collision,Minor,Yes,No,2,Yes,1,2,NY,November,1
2787,Auto,63,42781.71,100000,932.53,2,Collision,Multi-Vehicle Collision,Major,No,Yes,3,No,0,2,NY,June,1
3460,Auto,67,7275.49,25000,427.54,1,Collision,Multi-Vehicle Collision,Major,No,Yes,1,Yes,0,4,IL,December,0
3640,Auto,38,24330.18,25000,365.53,0,Fire,Fire,Major,No,Yes,4,No,2,0,CA,May,1
855,Home,38,21657.34,25000,406.78,1,Collision,Multi-Vehicle Collision,Minor,No,No,1,No,1,2,FL,July,1
3582,Auto,22,5748.96,10000,243.44,1,Collision,Multi-Vehicle Collision,Major,Yes,Yes,2,No,0,2,IL,December,0
1395,Commercial,65,14512.9,100000,890.28,0,Fire,Fire,Minor,Yes,Yes,2,Yes,1,0,IL,June,0
148,Auto,37,36583.2,100000,998.91,1,Collision,Multi-Vehicle Collision,Major,No,No,0,Yes,2,2,NY,March,1
889,Auto,54,28582.03,50000,528.28,2,Collision,Multi-Vehicle Collision,Total Loss,No,Yes,9,Yes,2,4,CA,May,0
3145,Home,20,10698.14,25000,420.99,0,Collision,Single Vehicle Collision,Minor,No,Yes,3,Yes,0,1,IL,March,0
3175,Home,61,7134.6,10000,288.74,1,Theft,Theft,Minor,No,Yes,9,Yes,2,0,FL,September,0
400,Auto,50,1145.73,10000,249.81,2,Collision,Multi-Vehicle Collision,Major,No,Yes,1,No,0,3,FL,February,0
3101,Auto,70,22399.32,25000,491.28,1,Collision,Single Vehicle Collision,Major,No,Yes,0,Yes,1,1,TX,June,1
3000,Auto,78,81369.81,250000,2138.04,1,Theft,Theft,Minor,Yes,No,0,No,0,0,FL,September,0
2943,Home,26,2826.53,25000,368.78,0,Collision,Single Vehicle Collision,Major,No,No,0,No,1,1,IL,October,1
1497,Home,78,5492.53,50000,543.97,0,Fire,Fire,Total Loss,No,Yes,0,No,1,0,IL,July,0
3560,Auto,26,15087.11,25000,502.07,1,Collision,Single Vehicle Collision,Major,No,Yes,0,Yes,0,1,FL,May,0
3641,Commercial,21,17021.28,25000,467.61,1,Collision,Multi-Vehicle Collision,Major,No,Yes,10,No,0,4,NY,February,0
3227,Commercial,52,19173.62,50000,528.89,3,Theft,Theft,Minor,No,Yes,10,Yes,1,0,CA,February,1
1172,Home,34,23898.62,100000,958.72,0,Collision,Single Vehicle Collision,Total Loss,No,Yes,12,Yes,0,1,IL,April,0
2621,Commercial,51,12277.25,25000,360.42,0,Fire,Fire,Minor,No,Yes,14,No,0,0,FL,October,0
1067,Auto,41,3193.35,10000,252.46,0,Fire,Fire,Minor,No,Yes,3,No,0,0,FL,December,1
2161,Auto,49,11453.71,50000,547.86,0,Collision,Multi-Vehicle Collision,Minor,No,Yes,3,Yes,1,2,IL,February,0
1070,Auto,18,9028.64,25000,369.71,0,Fire,Fire,Major,No,Yes,0,Yes,2,0,TX,December,0
1214,Auto,25,4895.84,25000,450.24,0,Collision,Multi-Vehicle Collision,Total Loss,Yes,Yes,0,Yes,1,2,CA,August,1
2987,Home,62,84441.8,500000,4297.35,0,Fire,Fire,Minor,No,Yes,6,No,0,0,IL,October,1
2450,Commercial,40,26592.48,100000,922.78,0,Collision,Single Vehicle Collision,Major,Yes,Yes,8,No,0,1,FL,July,0
3299,Auto,64,14714.77,50000,547.94,0,Collision,Single Vehicle Collision,Major,No,No,6,Yes,0,1,TX,July,0
638,Auto,57,2815.13,50000,610.68,4,Collision,Multi-Vehicle Collision,Major,No,Yes,8,Yes,4,2,IL,March,0
1161,Auto,29,19693.85,50000,520.98,1,Collision,Multi-Vehicle Collision,Major,No,Yes,1,No,0,3,CA,July,0
3239,Commercial,71,6914.63,50000,611.97,0,Collision,Single Vehicle Collision,Minor,Yes,Yes,2,Yes,0,1,TX,August,0
1243,Auto,29,26682.25,100000,1027.01,2,Fire,Fire,Minor,No,Yes,2,No,1,0,FL,May,0
737,Home,63,38744.98,100000,1035.03,1,Fire,Fire,Total Loss,No,No,24,Yes,2,0,NY,January,0
239,Auto,64,26410.55,25000,425.61,2,Collision,Single Vehicle Collision,Minor,No,No,13,No,0,1,CA,January,0
2710,Auto,32,5554.87,50000,573.24,0,Collision,Multi-Vehicle Collision,Minor,No,Yes,4,No,0,4,TX,December,0
755,Commercial,58,11002.2,50000,590.92,0,Fire,Water Damage,Major,No,No,0,No,0,0,IL,November,1
2640,Commercial,36,232828.86,250000,2141.02,2,Collision,Single Vehicle Collision,Total Loss,Yes,Yes,1,Yes,1,1,IL,April,1
3085,Auto,43,36982.83,100000,1023.22,0,Collision,Multi-Vehicle Collision,Major,Yes,Yes,2,Yes,0,4,TX,February,0
3150,Commercial,69,22553.03,50000,680.17,2,Collision,Multi-Vehicle Collision,Minor,No,Yes,9,Yes,1,3,IL,July,0
958,Home,46,8485.65,25000,423.11,2,Collision,Multi-Vehicle Collision,Minor,No,No,0,No,0,4,TX,March,0
2544,Commercial,39,36998.69,100000,965.25,4,Collision,Multi-Vehicle Collision,Major,No,Yes,1,No,2,3,CA,December,1
2965,Auto,57,289.06,25000,449.74,0,Theft,Theft,Minor,No,No,1,No,0,0,IL,April,0
3329,Home,38,5596.34,50000,718.28,0,Theft,Theft,Minor,No,Yes,11,Yes,0,0,CA,September,0
3306,Auto,68,5049.56,25000,412.16,0,Collision,Multi-Vehicle Collision,Minor,Yes,Yes,3,No,1,3,FL,February,0
1547,Home,55,24038.95,100000,1027.72,3,Fire,Fire,Major,No,No,4,Yes,1,0,FL,December,1
1202,Auto,37,23680.44,25000,433.89,0,Collision,Multi-Vehicle Collision,Minor,Yes,No,2,No,1,4,FL,August,0
1681,Auto,74,5285.73,50000,519.78,1,Collision,Multi-Vehicle Collision,Minor,No,No,0,No,1,4,FL,January,0
1196,Auto,46,73272.14,250000,2179.44,0,Collision,Multi-Vehicle Collision,Minor,Yes,No,1,Yes,0,3,IL,March,0
2222,Home,68,5338.86,25000,374.31,0,Collision,Single Vehicle Collision,Minor,Yes,Yes,7,Yes,0,1,TX,April,0
1421,Auto,21,12058.5,50000,641.74,0,Collision,Single Vehicle Collision,Minor,Yes,Yes,10,Yes,0,1,IL,June,0
2998,Home,72,1488.23,50000,635.92,1,Collision,Single Vehicle Collision,Major,Yes,Yes,3,No,3,1,IL,January,0
2847,Commercial,24,9428.92,10000,273.96,2,Collision,Multi-Vehicle Collision,Major,No,Yes,1,No,0,4,CA,August,0
2686,Auto,45,4605.57,100000,971.31,0,Collision,Multi-Vehicle Collision,Minor,Yes,No,7,No,0,3,TX,February,0
1222,Home,45,2313.6,10000,195.67,2,Theft,Theft,Minor,No,No,5,No,0,0,NY,May,0
1545,Auto,21,10082.82,50000,599.23,1,Theft,Theft,Minor,No,No,0,No,2,0,NY,June,0
2081,Commercial,39,8444.75,50000,552.27,1,Collision,Multi-Vehicle Collision,Minor,No,Yes,1,No,2,4,TX,August,0
3241,Auto,29,7701.63,100000,946.07,1,Theft,Theft,Minor,No,No,5,No,3,0,NY,March,0
1450,Home,62,52572.26,100000,1046.31,0,Fire,Fire,Minor,No,No,3,Yes,0,0,TX,December,0
2391,Commercial,20,6232.63,25000,441.1,0,Theft,Theft,Minor,Yes,Yes,17,Yes,1,0,CA,September,1
1524,Commercial,39,1606.97,10000,255.57,1,Collision,Multi-Vehicle Collision,Total Loss,No,Yes,9,No,0,4,CA,December,1
1393,Home,61,27800.58,100000,921.55,0,Collision,Single Vehicle Collision,Minor,No,No,0,No,0,1,IL,May,0
1861,Auto,19,4058.67,50000,558.71,0,Fire,Fire,Total Loss,Yes,Yes,5,No,0,0,NY,August,0
1370,Home,41,71464.16,250000,2249.66,0,Collision,Single Vehicle Collision,Minor,No,No,1,Yes,0,1,TX,April,1
504,Commercial,51,25378.97,250000,2223.39,1,Collision,Multi-Vehicle Collision,Minor,No,Yes,5,Yes,1,4,CA,December,0
1685,Home,44,6801.98,250000,2176.41,0,Collision,Multi-Vehicle Collision,Major,Yes,Yes,4,Yes,3,4,IL,September,0
515,Auto,72,3947.46,50000,602.94,1,Theft,Theft,Minor,No,Yes,3,Yes,0,0,NY,August,0
3403,Commercial,58,24617.63,50000,496.26,0,Theft,Theft,Minor,Yes,Yes,8,No,3,0,NY,May,0
221,Home,18,80619.97,100000,892.47,5,Collision,Multi-Vehicle Collision,Total Loss,No,Yes,5,No,0,4,NY,March,1
1329,Home,25,3957.8,50000,698.86,0,Collision,Multi-Vehicle Collision,Major,No,Yes,9,No,0,2,CA,January,0
1160,Auto,40,626.13,25000,425.33,1,Fire,Fire,Minor,Yes,No,1,No,0,0,CA,May,0
1832,Home,55,57353.53,250000,2200.08,1,Collision,Single Vehicle Collision,Minor,Yes,No,1,No,0,1,NY,May,0
3146,Auto,23,260120.74,250000,2180.15,1,Collision,Multi-Vehicle Collision,Total Loss,Yes,Yes,4,Yes,0,2,CA,April,1
3328,Home,39,1273.8,50000,511.91,0,Collision,Multi-Vehicle Collision,Total Loss,Yes,Yes,15,No,1,4,NY,October,0
3491,Auto,42,5552.79,10000,329.66,1,Theft,Theft,Minor,Yes,Yes,2,No,1,0,FL,October,0
1815,Home,35,30311.24,50000,543.16,0,Theft,Theft,Minor,No,No,0,Yes,2,0,CA,August,0
2497,Commercial,34,101257.69,250000,2235.21,0,Fire,Fire,Major,No,Yes,2,No,0,0,TX,March,0
2928,Auto,78,256046.96,250000,2206.6,1,Collision,Multi-Vehicle Collision,Minor,No,Yes,3,No,1,4,CA,December,1
1210,Commercial,29,17605.26,25000,397.4,1,Collision,Multi-Vehicle Collision,Minor,No,Yes,7,Yes,1,4,NY,October,0
2219,Auto,23,2581.84,10000,214.88,1,Collision,Multi-Vehicle Collision,Major,No,No,5,Yes,3,3,TX,September,0
95,Commercial,43,42382.86,250000,2135.55,2,Fire,Fire,Minor,No,Yes,14,Yes,0,0,IL,March,1
718,Home,44,4179.9,50000,619.5,0,Collision,Multi-Vehicle Collision,Major,No,No,6,Yes,4,2,TX,April,1
1886,Home,25,6952.41,50000,603.96,2,Collision,Multi-Vehicle Collision,Total Loss,No,No,1,Yes,1,3,TX,June,0
3607,Home,36,179191.88,500000,4202.36,0,Theft,Theft,Major,Yes,Yes,4,No,1,0,CA,September,1
43,Commercial,77,3266.51,10000,294.3,1,Collision,Multi-Vehicle Collision,Minor,No,Yes,4,No,0,2,TX,October,0
3202,Auto,59,46718.0,100000,903.16,1,Collision,Multi-Vehicle Collision,Minor,No,Yes,27,No,0,2,TX,February,1
3527,Auto,18,6504.89,10000,330.76,0,Fire,Fire,Minor,No,Yes,0,No,0,0,NY,February,0
177,Home,74,2404.29,50000,582.21,0,Collision,Single Vehicle Collision,Minor,No,Yes,0,No,0,1,CA,February,0
657,Commercial,46,193772.81,250000,2258.48,1,Collision,Single Vehicle Collision,Minor,No,Yes,0,No,0,1,NY,May,0
758,Home,62,10929.77,50000,499.58,0,Collision,Single Vehicle Collision,Minor,Yes,No,3,No,3,1,CA,June,0
1248,Home,66,250633.55,500000,4228.45,0,Collision,Multi-Vehicle Collision,Minor,No,Yes,0,No,0,4,IL,March,1
1086,Auto,52,1950.93,50000,627.98,0,Collision,Multi-Vehicle Collision,Minor,No,Yes,4,Yes,0,4,TX,March,0
1688,Commercial,57,8205.69,50000,525.69,1,Theft,Theft,Minor,Yes,Yes,7,Yes,0,0,CA,February,0
2528,Auto,31,2750.32,25000,368.04,0,Collision,Multi-Vehicle Collision,Major,No,Yes,2,No,0,3,TX,November,1
460,Home,52,20181.14,50000,547.02,0,Fire,Fire,Major,No,Yes,3,No,0,0,TX,June,0
833,Auto,65,29420.26,50000,643.16,0,Collision,Single Vehicle Collision,Minor,Yes,Yes,10,No,0,1,FL,January,0
899,Auto,62,943.63,10000,295.44,0,Collision,Multi-Vehicle Collision,Major,No,Yes,3,No,0,3,NY,September,1
1389,Auto,37,11099.01,50000,679.94,2,Collision,Multi-Vehicle Collision,Major,No,No,1,No,1,4,CA,November,1
1963,Auto,73,20858.14,50000,610.15,2,Theft,Theft,Minor,No,Yes,1,Yes,0,0,IL,October,0
3077,Home,66,5479.89,100000,1036.61,0,Collision,Multi-Vehicle Collision,Minor,No,No,3,No,2,4,FL,April,0
2439,Auto,30,54405.0,100000,1058.6,1,Theft,Theft,Major,No,Yes,0,No,3,0,NY,February,1
2001,Auto,78,7707.17,100000,1027.72,1,Theft,Theft,Minor,No,No,4,Yes,0,0,IL,December,0
2400,Auto,55,9578.25,10000,260.79,1,Fire,Fire,Minor,Yes,Yes,30,Yes,2,0,IL,June,1
194,Auto,66,9944.22,25000,371.49,1,Theft,Theft,Total Loss,Yes,No,4,Yes,0,0,TX,May,1
509,Auto,63,47562.91,100000,996.01,0,Collision,Multi-Vehicle Collision,Minor,Yes,Yes,2,No,0,2,NY,March,0
1219,Auto,66,43457.12,50000,639.83,0,Theft,Theft,Major,Yes,Yes,1,Yes,0,0,FL,March,0
1536,Home,79,136.87,10000,241.69,0,Fire,Fire,Minor,Yes,Yes,12,No,0,0,CA,May,0
3445,Home,25,247776.4,250000,2232.61,0,Fire,Water Damage,Minor,No,Yes,9,Yes,3,0,CA,April,1
3485,Home,60,23997.86,100000,1016.13,1,Collision,Single Vehicle Collision,Minor,No,Yes,2,No,0,1,FL,May,0
828,Auto,37,27450.01,50000,537.33,0,Theft,Theft,Major,Yes,No,1,No,0,0,TX,February,1
933,Auto,77,1446.13,10000,310.18,0,Collision,Multi-Vehicle Collision,Minor,Yes,Yes,5,Yes,0,2,TX,November,0
938,Commercial,50,32094.96,100000,1007.1,0,Collision,Single Vehicle Collision,Minor,Yes,No,1,Yes,0,1,IL,January,0
1145,Home,43,4081.58,50000,572.47,1,Theft,Theft,Total Loss,No,Yes,0,No,3,0,NY,May,1
138,Auto,56,5932.74,100000,1006.37,2,Fire,Fire,Minor,Yes,Yes,1,No,0,0,IL,November,0
2110,Auto,38,10459.4,100000,974.42,1,Collision,Multi-Vehicle Collision,Minor,No,Yes,2,Yes,0,4,CA,January,0
3632,Auto,70,15539.39,250000,2212.38,0,Fire,Water Damage,Minor,No,Yes,1,No,0,0,FL,March,0
689,Auto,66,9955.04,50000,591.6,1,Collision,Multi-Vehicle Collision,Major,No,Yes,1,No,0,2,NY,August,0
2724,Auto,79,14223.5,25000,323.5,0,Collision,Single Vehicle Collision,Minor,No,No,0,Yes,0,1,FL,November,0
2225,Home,59,15238.43,100000,993.1,0,Collision,Single Vehicle Collision,Minor,Yes,Yes,4,Yes,0,1,NY,August,1
1857,Home,60,70846.89,100000,977.87,0,Collision,Multi-Vehicle Collision,Minor,Yes,No,4,No,0,3,CA,September,0
819,Home,71,5474.62,100000,1031.78,1,Fire,Fire,Minor,Yes,No,0,No,2,0,CA,January,0
1177,Home,79,3286.32,25000,443.99,1,Collision,Single Vehicle Collision,Major,Yes,Yes,12,Yes,0,1,NY,April,0
84,Commercial,58,2537.95,25000,374.55,3,Collision,Multi-Vehicle Collision,Major,Yes,No,2,No,2,2,TX,June,0
2938,Home,26,57648.83,250000,2160.53,1,Collision,Single Vehicle Collision,Minor,No,Yes,0,No,3,1,NY,July,1
3289,Commercial,41,18703.13,100000,915.99,0,Collision,Single Vehicle Collision,Minor,Yes,Yes,1,Yes,3,1,CA,May,1
207,Auto,54,246655.36,250000,2159.3,0,Fire,Fire,Minor,No,Yes,5,No,0,0,FL,July,1
2816,Auto,66,54264.14,100000,983.84,0,Collision,Multi-Vehicle Collision,Major,Yes,Yes,1,Yes,3,4,IL,November,1
1257,Auto,58,9342.72,50000,533.04,1,Collision,Single Vehicle Collision,Minor,No,No,0,No,1,1,FL,October,0
1704,Home,34,7045.18,100000,1044.66,1,Theft,Theft,Minor,No,No,4,No,1,0,CA,August,0
1255,Commercial,41,109091.07,250000,2213.11,4,Collision,Multi-Vehicle Collision,Total Loss,No,Yes,3,No,0,2,FL,October,1
1687,Auto,38,5755.87,50000,593.98,1,Theft,Theft,Minor,No,Yes,6,No,0,0,TX,June,0
1560,Commercial,68,46617.14,100000,999.17,2,Collision,Single Vehicle Collision,Total Loss,No,Yes,6,Yes,4,1,TX,November,0
3517,Auto,76,7216.16,25000,415.3,1,Collision,Multi-Vehicle Collision,Minor,No,No,14,No,0,4,NY,April,1
3478,Commercial,56,5787.45,50000,631.65,2,Fire,Fire,Minor,No,Yes,0,No,0,0,FL,January,0
2099,Auto,72,97585.43,100000,1040.45,1,Theft,Theft,Minor,Yes,Yes,0,Yes,0,0,FL,November,0
1261,Auto,58,15546.6,25000,384.54,1,Collision,Multi-Vehicle Collision,Minor,No,No,19,No,3,2,CA,May,1
3381,Auto,56,3017.42,25000,392.9,1,Theft,Theft,Minor,Yes,Yes,4,Yes,0,0,NY,October,0
1554,Auto,30,11198.84,50000,608.65,1,Fire,Water Damage,Minor,No,No,5,No,3,0,NY,October,1
1171,Auto,28,22387.79,25000,390.86,0,Collision,Multi-Vehicle Collision,Total Loss,No,Yes,0,Yes,0,3,FL,October,1
3491,Auto,63,4365.73,25000,443.62,0,Collision,Multi-Vehicle Collision,Minor,Yes,No,0,No,0,3,IL,April,0
3589,Commercial,36,13658.21,50000,661.37,0,Collision,Multi-Vehicle Collision,Major,Yes,Yes,0,Yes,0,4,FL,May,0
1401,Home,28,74066.6,250000,2217.2,0,Collision,Single Vehicle Collision,Major,Yes,Yes,2,Yes,1,1,FL,April,0
3642,Auto,30,9865.25,50000,554.59,1,Collision,Multi-Vehicle Collision,Major,No,No,0,Yes,0,4,FL,September,0
3335,Home,63,6560.4,25000,425.42,0,Fire,Fire,Major,No,No,2,No,0,0,TX,March,1
2708,Home,62,2840.05,10000,299.18,0,Collision,Multi-Vehicle Collision,Minor,Yes,No,3,No,0,4,NY,March,0
475,Auto,18,11111.1,100000,950.4,0,Theft,Theft,Minor,No,Yes,0,No,0,0,TX,October,1
3023,Auto,57,19884.02,50000,619.13,1,Collision,Single Vehicle Collision,Minor,No,No,0,No,1,1,IL,July,0
1040,Auto,61,220536.41,250000,2172.79,0,Collision,Multi-Vehicle Collision,Minor,Yes,Yes,2,No,0,2,CA,February,1
1358,Auto,36,52729.61,100000,1037.3,0,Theft,Theft,Minor,Yes,Yes,0,No,0,0,IL,September,0
2788,Home,29,27381.27,100000,1025.01,0,Collision,Multi-Vehicle Collision,Minor,No,Yes,0,No,0,2,NY,August,0
2836,Auto,25,13198.88,25000,411.15,0,Collision,Multi-Vehicle Collision,Total Loss,Yes,No,1,Yes,0,2,CA,December,1
972,Home,25,99880.34,100000,1001.93,2,Collision,Single Vehicle Collision,Total Loss,Yes,No,2,No,3,1,IL,June,1
362,Home,78,4398.33,25000,293.33,0,Theft,Theft,Minor,No,Yes,5,No,0,0,NY,September,0
3024,Auto,70,19498.68,250000,2139.29,1,Collision,Multi-Vehicle Collision,Minor,No,Yes,0,Yes,0,3,IL,November,1
3484,Home,62,25986.06,100000,993.46,1,Collision,Multi-Vehicle Collision,Minor,No,Yes,6,No,0,4,CA,March,1
672,Auto,29,15951.55,50000,675.97,4,Fire,Fire,Minor,No,Yes,8,No,1,0,CA,April,0
377,Commercial,78,3163.17,25000,428.23,0,Fire,Water Damage,Minor,No,Yes,4,Yes,0,0,IL,July,0
1036,Auto,65,4657.47,25000,490.7,0,Collision,Multi-Vehicle Collision,Total Loss,No,No,0,Yes,0,2,TX,January,1
1150,Commercial,50,29998.91,100000,1004.15,0,Collision,Multi-Vehicle Collision,Minor,Yes,No,2,Yes,1,3,IL,January,0
1376,Home,62,9604.41,25000,398.46,0,Theft,Theft,Minor,Yes,No,4,Yes,1,0,IL,January,0
2728,Auto,43,17366.03,50000,671.26,1,Theft,Theft,Minor,No,Yes,17,Yes,0,0,IL,December,0
94,Home,56,9239.33,25000,392.04,0,Collision,Multi-Vehicle Collision,Total Loss,Yes,Yes,13,Yes,0,4,TX,August,1
2750,Commercial,45,42881.08,100000,950.68,0,Collision,Multi-Vehicle Collision,Total Loss,Yes,Yes,2,Yes,0,3,FL,June,0
3392,Home,75,23887.41,250000,2215.84,2,Theft,Theft,Major,No,No,4,No,1,0,CA,March,1
3254,Commercial,22,13469.25,100000,1056.13,1,Fire,Fire,Minor,Yes,Yes,9,Yes,3,0,NY,October,0
544,Commercial,25,95332.49,100000,958.7,0,Theft,Theft,Minor,No,No,7,No,0,0,CA,July,1
2784,Auto,42,12134.54,25000,429.45,0,Collision,Single Vehicle Collision,Minor,No,No,2,Yes,1,1,CA,June,0
873,Auto,44,2872.44,10000,275.34,0,Collision,Single Vehicle Collision,Minor,Yes,Yes,1,Yes,0,1,FL,May,0
45,Home,63,16422.06,100000,1022.57,3,Theft,Theft,Major,Yes,Yes,0,No,2,0,CA,March,1
744,Auto,40,40051.37,50000,615.68,2,Collision,Multi-Vehicle Collision,Minor,No,No,2,No,1,4,CA,April,0
1951,Commercial,47,44736.14,50000,579.28,2,Collision,Multi-Vehicle Collision,Minor,No,No,5,No,1,2,TX,November,1
2554,Commercial,62,1539.53,10000,274.69,3,Collision,Single Vehicle Collision,Major,No,Yes,15,No,0,1,TX,November,0
3011,Auto,64,11127.96,25000,382.34,1,Collision,Single Vehicle Collision,Minor,No,Yes,8,No,0,1,TX,January,1
3221,Auto,40,4527.9,10000,285.94,0,Collision,Multi-Vehicle Collision,Major,No,Yes,1,Yes,1,3,TX,September,0
1229,Home,66,246899.25,250000,2157.7,0,Theft,Theft,Minor,No,No,5,Yes,0,0,TX,May,1
933,Auto,64,6250.77,25000,369.65,1,Theft,Theft,Minor,No,Yes,1,No,0,0,NY,February,1
2041,Commercial,37,27605.82,50000,579.3,2,Fire,Fire,Minor,No,Yes,5,No,0,0,FL,December,0
2513,Auto,35,9224.21,10000,299.59,0,Theft,Theft,Total Loss,No,Yes,4,Yes,0,0,IL,November,0
