policy_age_days,policy_type,customer_age,claim_amount,insured_amount,premium_amount,previous_claims,claim_type,incident_type,incident_severity,witness_present,police_report,claim_submission_delay,property_damage,bodily_injuries,vehicles_involved,state,claim_month,fraud_reported
2093,Commercial,63,35235.77,100000,1020.98,3,Collision,Multi-Vehicle Collision,Minor,No,Yes,0,Yes,0,2,TX,May,0
2836,Auto,25,13198.88,25000,411.15,0,Collision,Multi-Vehicle Collision,Total Loss,Yes,No,1,Yes,0,2,CA,December,1
3550,Commercial,43,18798.26,50000,566.86,0,Fire,Fire,Minor,No,No,6,No,2,0,FL,December,0
2144,Auto,31,2558.56,10000,303.25,1,Collision,Multi-Vehicle Collision,Minor,Yes,Yes,2,No,0,3,FL,November,0
47,Commercial,66,12169.41,100000,1085.96,0,Theft,Theft,Major,No,No,1,Yes,0,0,TX,January,1
802,Auto,66,2874.44,10000,275.25,2,Fire,Fire,Minor,No,Yes,3,No,2,0,NY,June,0
1828,Auto,21,52003.22,250000,2083.16,0,Collision,Multi-Vehicle Collision,Minor,No,No,2,Yes,1,3,FL,November,1
703,Commercial,59,25107.61,100000,1000.29,0,Theft,Theft,Minor,No,Yes,3,Yes,0,0,IL,November,0
273,Home,26,61768.72,100000,1009.43,0,Theft,Theft,Major,No,Yes,1,Yes,0,0,FL,December,1
1974,Auto,76,12923.38,50000,673.82,1,Collision,Multi-Vehicle Collision,Total Loss,No,No,0,No,0,2,NY,August,0
2554,Commercial,62,1539.53,10000,274.69,3,Collision,Single Vehicle Collision,Major,No,Yes,15,No,0,1,TX,November,0
1886,Home,62,2495.98,25000,338.76,1,Collision,Single Vehicle Collision,Minor,No,Yes,0,Yes,0,1,TX,March,0
840,Home,26,206166.52,500000,4154.41,0,Fire,Fire,Major,Yes,No,0,Yes,0,0,FL,October,1
2151,Home,68,10748.15,100000,1002.63,2,Collision,Single Vehicle Collision,Major,No,No,1,No,1,1,IL,April,1
3490,Auto,20,49567.06,50000,573.21,1,Fire,Fire,Major,No,Yes,1,Yes,1,0,FL,January,1
3117,Auto,21,3977.05,25000,412.47,0,Fire,Fire,Major,Yes,Yes,0,Yes,1,0,CA,September,0
3479,Home,47,4496.5,50000,603.59,0,Collision,Multi-Vehicle Collision,Minor,Yes,Yes,1,No,1,3,CA,October,0
2801,Auto,56,9168.55,10000,322.5,0,Collision,Multi-Vehicle Collision,Total Loss,No,Yes,5,Yes,1,3,TX,July,1
2964,Auto,20,2581.17,50000,521.51,0,Collision,Single Vehicle Collision,Minor,No,Yes,2,No,0,1,IL,August,0
2285,Auto,40,42549.29,250000,2229.29,1,Theft,Theft,Major,No,No,1,Yes,1,0,FL,June,1
73,Home,73,19521.24,50000,570.16,2,Fire,Water Damage,Minor,No,Yes,4,No,2,0,NY,August,0
1949,Home,66,23297.62,500000,4156.41,0,Fire,Fire,Major,No,Yes,1,Yes,0,0,NY,December,0
2529,Auto,67,181309.47,250000,2156.13,0,Collision,Multi-Vehicle Collision,Total Loss,Yes,Yes,3,No,0,4,IL,March,1
1684,Home,51,9063.58,50000,590.49,0,Collision,Multi-Vehicle Collision,Minor,No,No,4,No,1,2,TX,November,0
1153,Home,44,5465.94,25000,449.33,3,Collision,Multi-Vehicle Collision,Total Loss,Yes,Yes,6,Yes,0,4,IL,July,1
3511,Home,19,996.54,25000,433.45,0,Fire,Fire,Minor,Yes,Yes,5,No,0,0,NY,September,0
1368,Auto,62,34997.12,100000,970.69,0,Theft,Theft,Minor,No,No,6,No,1,0,IL,March,0
1584,Auto,27,10306.34,50000,675.49,0,Collision,Multi-Vehicle Collision,Total Loss,No,No,7,Yes,0,3,IL,October,0
3014,Auto,67,50780.98,100000,961.71,0,Collision,Single Vehicle Collision,Major,Yes,Yes,4,No,0,1,TX,September,0
1120,Commercial,47,47003.38,100000,1144.31,0,Theft,Theft,Total Loss,No,Yes,5,No,0,0,FL,November,1
2850,Auto,24,8229.73,10000,178.32,1,Collision,Multi-Vehicle Collision,Total Loss,Yes,No,17,Yes,3,4,NY,September,1
2609,Auto,66,8041.54,50000,716.1,1,Theft,Theft,Minor,No,No,4,Yes,3,0,FL,May,0
3374,Auto,74,25158.16,100000,940.04,1,Collision,Multi-Vehicle Collision,Minor,Yes,No,6,No,0,4,NY,November,0
1654,Auto,77,2358.03,10000,134.39,0,Collision,Single Vehicle Collision,Minor,No,Yes,1,Yes,1,1,FL,April,0
2509,Home,57,3848.09,10000,285.0,0,Theft,Theft,Minor,No,No,1,Yes,2,0,IL,November,0
2617,Auto,71,6722.61,50000,582.8,2,Collision,Single Vehicle Collision,Minor,No,No,10,Yes,0,1,TX,November,0
3162,Auto,67,4767.83,25000,349.43,0,Collision,Multi-Vehicle Collision,Total Loss,No,No,6,Yes,0,2,IL,May,0
1687,Auto,58,178338.66,500000,4204.76,1,Theft,Theft,Minor,Yes,Yes,0,Yes,0,0,NY,April,0
1065,Auto,73,18465.5,25000,427.43,0,Collision,Single Vehicle Collision,Total Loss,Yes,Yes,23,No,1,1,CA,July,1
3023,Auto,57,19884.02,50000,619.13,1,Collision,Single Vehicle Collision,Minor,No,No,0,No,1,1,IL,July,0
400,Commercial,46,136957.71,250000,2163.47,1,Collision,Multi-Vehicle Collision,Minor,Yes,Yes,9,No,1,2,FL,August,0
1762,Auto,74,23752.17,25000,402.26,3,Theft,Theft,Total Loss,No,Yes,3,Yes,0,0,CA,June,1
2982,Commercial,47,542395.53,500000,4167.08,2,Collision,Multi-Vehicle Collision,Total Loss,No,No,2,No,2,2,NY,December,1
883,Auto,21,13367.99,25000,349.15,0,Collision,Multi-Vehicle Collision,Minor,No,No,7,No,1,3,NY,December,0
1220,Auto,77,8046.7,250000,2242.74,1,Collision,Multi-Vehicle Collision,Minor,No,Yes,10,Yes,0,2,TX,February,0
962,Home,18,8808.59,100000,910.67,0,Collision,Single Vehicle Collision,Minor,Yes,No,16,No,1,1,TX,May,0
3294,Auto,66,3093.77,10000,208.72,2,Collision,Multi-Vehicle Collision,Total Loss,No,Yes,1,Yes,2,2,CA,September,1
3424,Home,63,95238.82,100000,966.31,2,Fire,Water Damage,Major,No,Yes,0,No,0,0,IL,December,1
124,Home,45,16056.17,50000,569.36,2,Fire,Fire,Minor,No,Yes,8,Yes,1,0,IL,November,0
3196,Home,63,224777.42,500000,4164.59,0,Collision,Single Vehicle Collision,Minor,No,Yes,4,Yes,2,1,CA,May,1
3303,Commercial,65,6144.01,25000,430.11,1,Collision,Multi-Vehicle Collision,Total Loss,No,Yes,1,No,3,2,TX,June,0
2771,Auto,20,15542.8,25000,431.2,0,Collision,Multi-Vehicle Collision,Minor,Yes,Yes,0,No,0,4,CA,August,0
632,Commercial,51,14472.62,50000,586.97,2,Theft,Theft,Total Loss,No,Yes,2,No,2,0,TX,January,0
3641,Commercial,18,77378.4,250000,2234.59,1,Collision,Single Vehicle Collision,Minor,No,Yes,2,Yes,0,1,FL,November,0
3534,Auto,32,3303.27,10000,383.42,0,Theft,Theft,Major,Yes,Yes,2,No,3,0,CA,February,1
3329,Home,38,5596.34,50000,718.28,0,Theft,Theft,Minor,No,Yes,11,Yes,0,0,CA,September,0
442,Auto,75,35332.47,100000,1020.36,0,Collision,Multi-Vehicle Collision,Major,No,No,7,Yes,2,2,IL,August,0
3097,Auto,32,53295.08,50000,567.46,1,Fire,Fire,Total Loss,No,No,10,Yes,3,0,TX,April,1
3449,Commercial,41,114931.33,500000,4288.93,0,Collision,Multi-Vehicle Collision,Major,Yes,Yes,11,Yes,0,2,IL,October,0
1086,Auto,65,8360.26,50000,530.24,0,Collision,Multi-Vehicle Collision,Major,Yes,No,2,No,2,3,NY,March,0
1534,Home,36,2780.7,10000,256.49,1,Theft,Theft,Minor,No,Yes,4,No,3,0,TX,March,0
1801,Home,77,2275.01,10000,234.08,1,Collision,Single Vehicle Collision,Total Loss,No,Yes,10,Yes,0,1,CA,January,0
3392,Home,75,23887.41,250000,2215.84,2,Theft,Theft,Major,No,No,4,No,1,0,CA,March,1
2022,Commercial,18,265882.4,250000,2190.37,0,Theft,Theft,Major,No,Yes,2,Yes,0,0,NY,April,1
3648,Auto,74,5811.49,25000,398.54,2,Theft,Theft,Minor,No,No,9,No,0,0,NY,May,0
3596,Auto,62,9078.91,50000,538.27,0,Collision,Multi-Vehicle Collision,Minor,Yes,Yes,1,No,0,2,NY,November,0
2086,Auto,38,2529.23,50000,625.06,1,Collision,Single Vehicle Collision,Minor,Yes,Yes,3,No,0,1,NY,July,1
1900,Auto,53,18407.39,50000,673.28,1,Fire,Fire,Major,No,No,5,Yes,0,0,IL,April,1
2695,Home,35,18903.2,50000,565.02,0,Collision,Multi-Vehicle Collision,Major,No,Yes,0,No,0,2,TX,April,1
882,Auto,56,12940.84,25000,442.26,0,Fire,Water Damage,Total Loss,Yes,No,16,Yes,0,0,TX,July,1
2645,Home,41,18649.23,100000,940.68,0,Collision,Single Vehicle Collision,Total Loss,No,Yes,5,No,0,1,CA,February,0
2710,Auto,32,5554.87,50000,573.24,0,Collision,Multi-Vehicle Collision,Minor,No,Yes,4,No,0,4,TX,December,0
1639,Home,78,52547.49,50000,515.5,1,Fire,Fire,Major,Yes,Yes,0,No,3,0,IL,June,0
1296,Home,37,15069.63,50000,595.39,2,Theft,Theft,Total Loss,No,Yes,3,No,0,0,IL,December,0
2949,Home,72,21391.2,100000,1034.07,0,Theft,Theft,Major,No,No,4,No,2,0,IL,September,1
3358,Commercial,71,10375.61,100000,969.49,0,Collision,Multi-Vehicle Collision,Minor,No,Yes,0,No,0,4,CA,March,0
1828,Commercial,60,3192.09,25000,408.91,0,Fire,Fire,Major,No,Yes,2,No,1,0,FL,August,0
3256,Home,34,12251.12,50000,584.47,0,Theft,Theft,Minor,No,Yes,2,No,2,0,TX,June,0
2913,Home,50,3541.66,25000,346.53,3,Fire,Fire,Minor,No,No,2,No,2,0,CA,October,1
405,Commercial,37,3470.32,10000,366.69,1,Collision,Single Vehicle Collision,Minor,No,Yes,3,Yes,0,1,NY,May,0
45,Home,63,16422.06,100000,1022.57,3,Theft,Theft,Major,Yes,Yes,0,No,2,0,CA,March,1
1560,Commercial,68,46617.14,100000,999.17,2,Collision,Single Vehicle Collision,Total Loss,No,Yes,6,Yes,4,1,TX,November,0
250,Home,72,21617.5,50000,555.01,1,Collision,Multi-Vehicle Collision,Minor,No,Yes,4,Yes,1,2,NY,April,0
195,Auto,25,42412.28,100000,935.69,1,Collision,Multi-Vehicle Collision,Major,No,Yes,6,No,4,2,FL,November,1
929,Home,21,224459.78,250000,2164.59,0,Collision,Single Vehicle Collision,Minor,No,No,0,Yes,0,1,IL,July,1
2875,Auto,64,41769.71,250000,2229.83,0,Collision,Multi-Vehicle Collision,Major,No,Yes,2,No,1,4,CA,November,0
1824,Auto,20,27513.2,50000,654.37,0,Theft,Theft,Minor,Yes,No,3,Yes,0,0,TX,March,0
1497,Home,78,5492.53,50000,543.97,0,Fire,Fire,Total Loss,No,Yes,0,No,1,0,IL,July,0
3430,Commercial,30,141167.94,250000,2227.43,1,Collision,Single Vehicle Collision,Minor,Yes,Yes,2,No,0,1,IL,March,0
1171,Auto,28,22387.79,25000,390.86,0,Collision,Multi-Vehicle Collision,Total Loss,No,Yes,0,Yes,0,3,FL,October,1
1727,Auto,78,21938.63,50000,621.87,0,Theft,Theft,Minor,No,Yes,2,No,1,0,CA,September,1
2086,Home,35,26051.96,100000,943.84,0,Theft,Theft,Minor,Yes,Yes,2,No,0,0,TX,July,1
2299,Home,61,17068.8,25000,375.93,0,Theft,Theft,Minor,Yes,No,2,Yes,0,0,IL,December,1
1960,Auto,38,10330.82,50000,533.93,0,Collision,Single Vehicle Collision,Minor,No,Yes,4,No,0,1,TX,October,0
3551,Home,73,356.64,10000,318.77,1,Theft,Theft,Minor,No,Yes,0,Yes,0,0,NY,October,0
3122,Commercial,35,17724.87,50000,576.76,1,Collision,Multi-Vehicle Collision,Minor,Yes,Yes,1,No,0,3,FL,March,0
2528,Auto,31,2750.32,25000,368.04,0,Collision,Multi-Vehicle Collision,Major,No,Yes,2,No,0,3,TX,November,1
3091,Auto,52,2570.9,50000,561.71,0,Collision,Multi-Vehicle Collision,Major,Yes,Yes,2,Yes,0,3,TX,December,0
1687,Auto,20,9929.53,25000,386.75,1,Collision,Single Vehicle Collision,Minor,Yes,Yes,0,No,0,1,CA,September,1
2299,Auto,37,24698.97,100000,1081.82,2,Theft,Theft,Minor,No,Yes,9,No,1,0,NY,March,1
3589,Commercial,36,13658.21,50000,661.37,0,Collision,Multi-Vehicle Collision,Major,Yes,Yes,0,Yes,0,4,FL,May,0
1152,Auto,35,75084.96,100000,988.7,0,Fire,Water Damage,Minor,No,Yes,20,No,0,0,TX,March,0
2603,Auto,43,11483.5,100000,917.88,1,Collision,Multi-Vehicle Collision,Minor,No,No,11,No,3,3,NY,May,0
335,Auto,32,70850.35,250000,2094.4,2,Theft,Theft,Minor,No,Yes,0,Yes,0,0,IL,December,0
2432,Home,70,4435.58,10000,262.16,1,Collision,Single Vehicle Collision,Major,No,No,6,No,0,1,IL,June,1
3484,Home,62,25986.06,100000,993.46,1,Collision,Multi-Vehicle Collision,Minor,No,Yes,6,No,0,4,CA,March,1
2821,Auto,30,10810.46,100000,930.41,0,Collision,Multi-Vehicle Collision,Minor,No,Yes,4,No,0,2,CA,September,0
605,Auto,26,21763.29,250000,2115.8,0,Collision,Single Vehicle Collision,Total Loss,No,Yes,6,No,0,1,TX,February,1
2924,Auto,41,13735.65,50000,643.55,0,Collision,Multi-Vehicle Collision,Minor,No,Yes,5,No,3,3,TX,November,1
3637,Auto,59,7250.93,25000,399.79,1,Collision,Multi-Vehicle Collision,Minor,No,No,0,Yes,0,2,IL,February,0
2459,Auto,48,3242.52,25000,381.44,0,Theft,Theft,Total Loss,Yes,No,2,Yes,0,0,IL,May,0
678,Home,55,13855.41,100000,1048.94,0,Fire,Fire,Minor,No,Yes,2,No,0,0,NY,October,0
2621,Commercial,51,12277.25,25000,360.42,0,Fire,Fire,Minor,No,Yes,14,No,0,0,FL,October,0
2987,Home,62,84441.8,500000,4297.35,0,Fire,Fire,Minor,No,Yes,6,No,0,0,IL,October,1
2316,Home,78,48488.65,50000,621.58,1,Collision,Multi-Vehicle Collision,Major,No,No,2,No,0,4,FL,January,1
2212,Home,51,7971.69,25000,386.88,1,Theft,Theft,Minor,Yes,No,12,No,0,0,TX,November,1
2170,Auto,47,18773.89,250000,2258.53,0,Collision,Single Vehicle Collision,Minor,No,No,2,No,0,1,CA,January,0
1100,Commercial,38,10215.47,50000,588.04,3,Fire,Fire,Major,No,No,2,Yes,1,0,FL,July,1
1086,Auto,52,1950.93,50000,627.98,0,Collision,Multi-Vehicle Collision,Minor,No,Yes,4,Yes,0,4,TX,March,0
2738,Auto,33,56835.33,250000,2218.43,0,Collision,Multi-Vehicle Collision,Major,No,No,4,No,0,2,NY,June,1
239,Auto,64,26410.55,25000,425.61,2,Collision,Single Vehicle Collision,Minor,No,No,13,No,0,1,CA,January,0
2052,Auto,18,118380.57,500000,4221.97,2,Collision,Single Vehicle Collision,Minor,No,Yes,1,Yes,0,1,TX,May,1
733,Home,69,4857.93,25000,382.34,1,Collision,Single Vehicle Collision,Total Loss,No,Yes,6,Yes,1,1,IL,September,0
3422,Commercial,75,7803.07,10000,346.9,5,Collision,Multi-Vehicle Collision,Major,No,Yes,3,Yes,0,3,FL,March,1
1340,Auto,21,33679.02,100000,1032.06,0,Collision,Multi-Vehicle Collision,Minor,Yes,Yes,8,Yes,0,2,FL,February,1
1539,Auto,73,1663.71,10000,288.84,0,Theft,Theft,Major,Yes,No,1,No,0,0,CA,February,0
1478,Home,18,9062.94,25000,382.21,1,Fire,Fire,Minor,No,Yes,1,No,0,0,CA,May,0
1987,Home,55,8118.01,50000,562.22,1,Collision,Multi-Vehicle Collision,Minor,No,Yes,2,Yes,4,3,NY,December,0
2858,Auto,73,24729.01,25000,394.73,0,Theft,Theft,Minor,No,Yes,1,Yes,2,0,IL,September,1
2598,Auto,29,2288.13,25000,299.9,0,Theft,Theft,Total Loss,Yes,No,2,Yes,0,0,IL,February,1
835,Home,47,87223.08,500000,4245.62,2,Collision,Multi-Vehicle Collision,Major,No,No,6,No,0,2,TX,August,1
1329,Home,25,3957.8,50000,698.86,0,Collision,Multi-Vehicle Collision,Major,No,Yes,9,No,0,2,CA,January,0
2336,Home,19,11262.54,25000,398.69,0,Collision,Multi-Vehicle Collision,Minor,No,No,5,Yes,0,4,FL,November,0
2955,Home,49,160699.9,250000,2205.41,1,Collision,Single Vehicle Collision,Minor,No,Yes,1,No,0,1,IL,April,1
2260,Commercial,39,12286.53,100000,969.46,1,Collision,Multi-Vehicle Collision,Major,No,No,19,Yes,0,2,CA,September,0
307,Home,59,166147.85,250000,2221.85,1,Theft,Theft,Total Loss,No,No,3,No,0,0,IL,June,0
1994,Commercial,43,10558.54,25000,378.62,0,Theft,Theft,Minor,No,Yes,0,Yes,2,0,FL,October,0
778,Commercial,23,8767.76,100000,972.61,0,Fire,Fire,Major,No,No,0,No,3,0,IL,November,0
1630,Home,26,7412.33,50000,637.42,1,Collision,Multi-Vehicle Collision,Minor,Yes,Yes,4,No,0,2,TX,November,0
2791,Home,78,22577.34,50000,654.02,1,Theft,Theft,Major,No,Yes,4,No,0,0,NY,July,1
889,Auto,54,28582.03,50000,528.28,2,Collision,Multi-Vehicle Collision,Total Loss,No,Yes,9,Yes,2,4,CA,May,0
2398,Auto,70,64786.5,250000,2184.6,2,Theft,Theft,Total Loss,Yes,Yes,1,Yes,3,0,IL,December,0
885,Commercial,38,13505.28,100000,1126.56,1,Theft,Theft,Major,No,No,2,No,0,0,TX,February,1
628,Commercial,21,1350.59,25000,497.2,0,Fire,Fire,Minor,Yes,Yes,1,No,2,0,NY,March,1
3289,Commercial,41,18703.13,100000,915.99,0,Collision,Single Vehicle Collision,Minor,Yes,Yes,1,Yes,3,1,CA,May,1
3350,Auto,28,23357.8,100000,927.39,0,Theft,Theft,Minor,No,Yes,8,Yes,0,0,CA,February,0
84,Commercial,58,2537.95,25000,374.55,3,Collision,Multi-Vehicle Collision,Major,Yes,No,2,No,2,2,TX,June,0
1067,Home,41,8330.83,250000,2154.59,2,Theft,Theft,Minor,No,Yes,0,No,0,0,TX,August,0
544,Commercial,25,95332.49,100000,958.7,0,Theft,Theft,Minor,No,No,7,No,0,0,CA,July,1
2219,Auto,58,2169.95,10000,210.03,0,Theft,Theft,Major,No,Yes,13,No,2,0,NY,July,0
3485,Home,60,23997.86,100000,1016.13,1,Collision,Single Vehicle Collision,Minor,No,Yes,2,No,0,1,FL,May,0
2513,Auto,35,9224.21,10000,299.59,0,Theft,Theft,Total Loss,No,Yes,4,Yes,0,0,IL,November,0
1031,Commercial,45,37322.74,250000,2275.46,0,Fire,Fire,Major,No,Yes,18,No,1,0,NY,October,0
784,Auto,29,41562.74,100000,993.1,0,Collision,Multi-Vehicle Collision,Minor,No,No,3,No,0,2,TX,April,1
3154,Home,79,12192.72,50000,670.52,0,Collision,Single Vehicle Collision,Minor,No,Yes,1,No,0,1,NY,February,0
1525,Auto,77,176978.27,250000,2240.7,1,Fire,Water Damage,Major,Yes,Yes,10,No,0,0,IL,April,0
1172,Home,34,23898.62,100000,958.72,0,Collision,Single Vehicle Collision,Total Loss,No,Yes,12,Yes,0,1,IL,April,0
3085,Auto,43,36982.83,100000,1023.22,0,Collision,Multi-Vehicle Collision,Major,Yes,Yes,2,Yes,0,4,TX,February,0
2883,Auto,22,10804.05,50000,622.59,1,Collision,Multi-Vehicle Collision,Minor,Yes,No,4,No,1,4,TX,May,0
3189,Home,38,5865.02,25000,357.36,0,Collision,Multi-Vehicle Collision,Minor,No,No,0,No,0,2,FL,November,0
2842,Home,52,91610.87,500000,4183.56,2,Collision,Single Vehicle Collision,Minor,No,No,5,No,0,1,FL,January,0
3588,Auto,56,11955.03,100000,1048.76,1,Fire,Fire,Minor,Yes,No,1,Yes,0,0,TX,March,0
1443,Home,29,8925.41,50000,585.47,0,Theft,Theft,Minor,Yes,Yes,3,No,4,0,NY,October,0
2439,Auto,30,54405.0,100000,1058.6,1,Theft,Theft,Major,No,Yes,0,No,3,0,NY,February,1
2657,Home,59,12566.25,25000,363.61,0,Theft,Theft,Major,No,No,0,No,0,0,CA,December,1
80,Auto,65,10509.23,50000,578.84,0,Collision,Single Vehicle Collision,Minor,No,Yes,3,No,0,1,TX,February,0
1786,Auto,31,72309.83,250000,2212.08,2,Collision,Single Vehicle Collision,Major,No,Yes,7,No,1,1,FL,December,1
2647,Auto,45,1435.7,10000,197.96,1,Collision,Multi-Vehicle Collision,Major,No,Yes,0,No,0,3,FL,March,0
3632,Auto,76,6340.96,50000,617.78,2,Theft,Theft,Major,Yes,No,1,Yes,1,0,IL,October,1
2291,Home,49,12287.96,25000,425.08,0,Collision,Single Vehicle Collision,Major,No,Yes,1,Yes,0,1,TX,September,0
2706,Commercial,18,45583.32,250000,2292.57,3,Collision,Multi-Vehicle Collision,Major,No,Yes,0,Yes,0,2,IL,June,1
2305,Auto,72,27403.74,25000,431.85,1,Fire,Water Damage,Major,Yes,No,7,No,0,0,CA,January,1
2306,Home,34,21212.05,50000,726.77,0,Fire,Fire,Minor,No,Yes,19,No,1,0,TX,May,0
2804,Home,44,8247.88,25000,415.57,1,Fire,Fire,Minor,No,Yes,2,No,1,0,FL,May,0
3329,Home,35,174957.81,500000,4192.14,0,Collision,Single Vehicle Collision,Minor,No,Yes,0,No,0,1,NY,November,0
393,Auto,45,48343.81,50000,598.49,1,Fire,Fire,Minor,No,Yes,3,Yes,0,0,CA,April,1
207,Auto,53,531.17,25000,384.7,0,Collision,Multi-Vehicle Collision,Major,No,Yes,2,No,1,4,TX,March,0
480,Auto,47,13267.85,50000,672.89,1,Collision,Single Vehicle Collision,Minor,Yes,Yes,3,No,1,1,NY,February,0
904,Home,21,8961.63,50000,537.56,2,Collision,Multi-Vehicle Collision,Major,No,No,2,No,2,4,IL,February,1
2708,Home,62,2840.05,10000,299.18,0,Collision,Multi-Vehicle Collision,Minor,Yes,No,3,No,0,4,NY,March,0
1026,Auto,36,171259.85,500000,4199.8,0,Fire,Water Damage,Minor,No,No,1,Yes,0,0,TX,December,1
1846,Home,21,5641.94,50000,604.13,2,Theft,Theft,Minor,No,No,4,Yes,3,0,NY,March,0
2494,Home,74,79730.92,100000,889.81,0,Collision,Single Vehicle Collision,Minor,No,No,3,No,4,1,TX,July,0
3426,Home,74,14369.76,50000,517.96,0,Theft,Theft,Total Loss,No,Yes,5,Yes,0,0,NY,January,0
555,Home,55,74549.37,250000,2216.53,0,Collision,Single Vehicle Collision,Minor,No,Yes,1,Yes,2,1,CA,November,0
3642,Auto,30,9865.25,50000,554.59,1,Collision,Multi-Vehicle Collision,Major,No,No,0,Yes,0,4,FL,September,0
1465,Auto,29,174495.74,500000,4218.28,1,Collision,Multi-Vehicle Collision,Minor,No,Yes,5,Yes,2,3,FL,March,1
1210,Commercial,29,17605.26,25000,397.4,1,Collision,Multi-Vehicle Collision,Minor,No,Yes,7,Yes,1,4,NY,October,0
2148,Home,31,41661.71,50000,538.7,0,Theft,Theft,Minor,No,Yes,7,Yes,4,0,FL,October,1
377,Commercial,78,3163.17,25000,428.23,0,Fire,Water Damage,Minor,No,Yes,4,Yes,0,0,IL,July,0
828,Auto,37,27450.01,50000,537.33,0,Theft,Theft,Major,Yes,No,1,No,0,0,TX,February,1
564,Auto,65,8392.05,10000,285.61,0,Fire,Water Damage,Major,Yes,No,13,Yes,0,0,CA,February,1
3449,Auto,36,15599.01,50000,615.94,3,Fire,Fire,Major,No,Yes,15,No,0,0,CA,May,0
3207,Auto,63,5446.63,10000,256.61,1,Collision,Single Vehicle Collision,Minor,Yes,No,10,Yes,3,1,IL,December,0
2697,Home,52,193204.12,500000,4099.65,0,Theft,Theft,Major,Yes,No,2,Yes,3,0,FL,February,1
3470,Auto,78,3229.09,25000,409.27,2,Collision,Single Vehicle Collision,Total Loss,Yes,No,0,No,0,1,CA,October,1
1720,Commercial,68,6341.63,25000,318.62,0,Theft,Theft,Minor,No,No,0,No,0,0,TX,November,0
2043,Auto,52,2574.47,10000,236.65,1,Collision,Multi-Vehicle Collision,Minor,Yes,Yes,2,No,0,4,CA,September,0
686,Auto,78,21946.17,100000,1003.96,4,Theft,Theft,Minor,No,No,3,Yes,0,0,CA,July,1
3301,Auto,52,5208.57,50000,567.57,1,Collision,Multi-Vehicle Collision,Minor,No,Yes,2,No,0,2,CA,March,0
1832,Home,55,57353.53,250000,2200.08,1,Collision,Single Vehicle Collision,Minor,Yes,No,1,No,0,1,NY,May,0
2053,Home,42,12870.64,50000,608.98,0,Theft,Theft,Minor,Yes,No,9,No,4,0,CA,November,0
3288,Auto,53,38835.26,250000,2268.39,0,Collision,Multi-Vehicle Collision,Total Loss,No,No,4,No,0,3,IL,November,1
830,Auto,26,12071.71,25000,435.25,0,Fire,Water Damage,Minor,No,Yes,0,No,0,0,IL,January,1
1738,Commercial,23,15797.92,50000,601.62,0,Collision,Single Vehicle Collision,Minor,No,Yes,0,No,0,1,CA,February,0
708,Home,47,39907.59,100000,933.09,0,Collision,Single Vehicle Collision,Minor,Yes,Yes,5,No,0,1,IL,March,0
1986,Auto,52,70622.5,100000,1022.78,1,Collision,Multi-Vehicle Collision,Major,Yes,Yes,11,Yes,0,3,TX,December,1
2393,Auto,64,9921.42,50000,657.57,2,Collision,Multi-Vehicle Collision,Total Loss,No,Yes,1,No,0,3,TX,November,1
1573,Commercial,25,99567.13,500000,4196.99,0,Fire,Fire,Major,Yes,Yes,3,No,4,0,TX,July,0
2398,Auto,21,1035.19,25000,365.38,2,Collision,Multi-Vehicle Collision,Minor,No,No,1,Yes,0,4,NY,May,0
745,Auto,73,9010.64,25000,411.33,0,Fire,Fire,Minor,Yes,No,4,No,1,0,NY,November,0
2066,Commercial,53,1400.3,10000,310.13,2,Collision,Single Vehicle Collision,Minor,Yes,No,6,Yes,0,1,CA,August,0
3036,Home,69,21003.4,100000,1015.79,1,Collision,Multi-Vehicle Collision,Minor,Yes,Yes,3,No,0,4,CA,October,0
3452,Commercial,36,14563.97,50000,591.41,0,Theft,Theft,Major,No,No,8,No,0,0,TX,June,0
194,Home,21,51399.58,100000,1005.94,1,Fire,Fire,Minor,No,No,2,No,1,0,FL,June,1
3460,Auto,67,7275.49,25000,427.54,1,Collision,Multi-Vehicle Collision,Major,No,Yes,1,Yes,0,4,IL,December,0
1906,Home,48,3031.84,25000,438.28,0,Collision,Single Vehicle Collision,Major,Yes,Yes,0,No,4,1,IL,May,0
1698,Auto,39,4195.94,25000,349.74,0,Theft,Theft,Major,No,Yes,2,No,0,0,FL,April,0
2961,Auto,47,198828.78,250000,2179.43,2,Collision,Multi-Vehicle Collision,Major,No,Yes,0,No,0,4,CA,August,0
3145,Home,20,10698.14,25000,420.99,0,Collision,Single Vehicle Collision,Minor,No,Yes,3,Yes,0,1,IL,March,0
2868,Home,56,10494.69,10000,367.85,3,Theft,Theft,Minor,No,Yes,0,No,0,0,TX,April,1
3034,Commercial,21,2829.92,10000,260.58,1,Collision,Multi-Vehicle Collision,Major,Yes,No,6,No,0,2,NY,April,0
2919,Auto,19,43548.09,50000,503.61,0,Theft,Theft,Major,No,Yes,5,Yes,0,0,TX,January,1
1248,Home,66,250633.55,500000,4228.45,0,Collision,Multi-Vehicle Collision,Minor,No,Yes,0,No,0,4,IL,March,1
240,Auto,20,13034.72,25000,407.93,1,Collision,Single Vehicle Collision,Total Loss,Yes,No,1,No,1,1,IL,February,1
3260,Auto,73,15874.63,50000,736.95,1,Collision,Multi-Vehicle Collision,Total Loss,No,Yes,3,Yes,0,3,FL,September,0
